hand_id,player,stack,profit
312,ClaudeBot,2940,-60
313,GPTBot,3260,260
313,GeminiBot,2800,-200
313,ClaudeBot,2940,-60
314,GPTBot,3720,720
314,GeminiBot,2300,-700
314,ClaudeBot,2980,-20
315,GPTBot,3030,30
315,GeminiBot,2990,-10
315,ClaudeBot,2980,-20
316,GPTBot,3610,610
316,GeminiBot,2990,-10
316,ClaudeBot,2400,-600
317,GPTBot,3030,30
317,GeminiBot,2990,-10
317,ClaudeBot,2980,-20
318,GPTBot,3480,480
318,GeminiBot,2760,-240
318,ClaudeBot,2760,-240
319,GPTBot,3220,220
319,GeminiBot,2800,-200
319,ClaudeBot,2980,-20
320,GPTBot,2940,-60
320,GeminiBot,3660,660
320,ClaudeBot,2400,-600
321,GPTBot,3210,210
321,GeminiBot,2990,-10
321,ClaudeBot,2800,-200
322,GPTBot,3220,220
322,GeminiBot,2800,-200
322,ClaudeBot,2980,-20
323,GPTBot,3710,710
323,GeminiBot,2990,-10
323,ClaudeBot,2300,-700
324,GPTBot,3030,30
324,GeminiBot,2990,-10
324,ClaudeBot,2980,-20
325,GPTBot,3220,220
325,GeminiBot,2800,-200
325,ClaudeBot,2980,-20
326,GPTBot,3220,220
326,GeminiBot,2800,-200
326,ClaudeBot,2980,-20
327,GPTBot,3210,210
327,GeminiBot,2990,-10
327,ClaudeBot,2800,-200
328,GPTBot,3150,150
328,GeminiBot,2990,-10
328,ClaudeBot,2860,-140
329,GPTBot,3030,30
329,GeminiBot,2990,-10
329,ClaudeBot,2980,-20
330,GPTBot,3220,220
330,GeminiBot,2800,-200
330,ClaudeBot,2980,-20
331,GPTBot,3030,30
331,GeminiBot,2990,-10
331,ClaudeBot,2980,-20
332,GPTBot,3760,760
332,GeminiBot,2800,-200
332,ClaudeBot,2440,-560
333,GPTBot,3530,530
333,GeminiBot,2990,-10
333,ClaudeBot,2480,-520
334,GPTBot,3910,910
334,GeminiBot,2990,-10
334,ClaudeBot,2100,-900
335,GPTBot,3150,150
335,GeminiBot,2990,-10
335,ClaudeBot,2860,-140
336,GPTBot,0,-3000
336,GeminiBot,2990,-10
336,ClaudeBot,6010,3010
337,GPTBot,2940,-60
337,GeminiBot,3260,260
337,ClaudeBot,2800,-200
338,GPTBot,3070,70
338,GeminiBot,2990,-10
338,ClaudeBot,2940,-60
339,GPTBot,3310,310
339,GeminiBot,2990,-10
339,ClaudeBot,2700,-300
340,GPTBot,3220,220
340,GeminiBot,2800,-200
340,ClaudeBot,2980,-20
341,GPTBot,3300,300
341,GeminiBot,2940,-60
341,ClaudeBot,2760,-240
342,GPTBot,3710,710
342,GeminiBot,2990,-10
342,ClaudeBot,2300,-700
343,GPTBot,3030,30
343,GeminiBot,2990,-10
343,ClaudeBot,2980,-20
344,GPTBot,3400,400
344,GeminiBot,2800,-200
344,ClaudeBot,2800,-200
345,GPTBot,2330,-670
345,GeminiBot,2990,-10
345,ClaudeBot,3680,680
346,GPTBot,3170,170
346,GeminiBot,2850,-150
346,ClaudeBot,2980,-20
347,GPTBot,3150,150
347,GeminiBot,2990,-10
347,ClaudeBot,2860,-140
348,GPTBot,3150,150
348,GeminiBot,2990,-10
348,ClaudeBot,2860,-140
349,GPTBot,3030,30
349,GeminiBot,2990,-10
349,ClaudeBot,2980,-20
350,GPTBot,3070,70
350,GeminiBot,2990,-10
350,ClaudeBot,2940,-60
351,GPTBot,3220,220
351,GeminiBot,2800,-200
351,ClaudeBot,2980,-20
352,GPTBot,3030,30
352,GeminiBot,2990,-10
352,ClaudeBot,2980,-20
353,GPTBot,3030,30
353,GeminiBot,2990,-10
353,ClaudeBot,2980,-20
354,GPTBot,3170,170
354,GeminiBot,2990,-10
354,ClaudeBot,2840,-160
355,GPTBot,3030,30
355,GeminiBot,2990,-10
355,ClaudeBot,2980,-20
356,GPTBot,3070,70
356,GeminiBot,2990,-10
356,ClaudeBot,2940,-60
357,GPTBot,3170,170
357,GeminiBot,2850,-150
357,ClaudeBot,2980,-20
358,GPTBot,3220,220
358,GeminiBot,2800,-200
358,ClaudeBot,2980,-20
359,GPTBot,3170,170
359,GeminiBot,2850,-150
359,ClaudeBot,2980,-20
360,GPTBot,3030,30
360,GeminiBot,2990,-10
360,ClaudeBot,2980,-20
361,GPTBot,2940,-60
361,GeminiBot,2400,-600
361,ClaudeBot,3660,660
362,GPTBot,3130,130
362,GeminiBot,2990,-10
362,ClaudeBot,2880,-120
363,GPTBot,3400,400
363,GeminiBot,2800,-200
363,ClaudeBot,2800,-200
364,GPTBot,3030,30
364,GeminiBot,2990,-10
364,ClaudeBot,2980,-20
365,GPTBot,3220,220
365,GeminiBot,2800,-200
365,ClaudeBot,2980,-20
366,GPTBot,3030,30
366,GeminiBot,2990,-10
366,ClaudeBot,2980,-20
367,GPTBot,3170,170
367,GeminiBot,2850,-150
367,ClaudeBot,2980,-20
368,GPTBot,3030,30
368,GeminiBot,2990,-10
368,ClaudeBot,2980,-20
369,GPTBot,3030,30
369,GeminiBot,2990,-10
369,ClaudeBot,2980,-20
370,GPTBot,3400,400
370,GeminiBot,2800,-200
370,ClaudeBot,2800,-200
371,GPTBot,3030,30
371,GeminiBot,2990,-10
371,ClaudeBot,2980,-20
372,GPTBot,3360,360
372,GeminiBot,2820,-180
372,ClaudeBot,2820,-180
373,GPTBot,3210,210
373,GeminiBot,2990,-10
373,ClaudeBot,2800,-200
374,GPTBot,3610,610
374,GeminiBot,2990,-10
374,ClaudeBot,2400,-600
375,GPTBot,3300,300
375,GeminiBot,2850,-150
375,ClaudeBot,2850,-150
376,GPTBot,3600,600
376,GeminiBot,2850,-150
376,ClaudeBot,2550,-450
377,GPTBot,3150,150
377,GeminiBot,2990,-10
377,ClaudeBot,2860,-140
378,GPTBot,3210,210
378,GeminiBot,2990,-10
378,ClaudeBot,2800,-200
379,GPTBot,6010,3010
379,GeminiBot,2990,-10
379,ClaudeBot,0,-3000
380,GPTBot,2660,-340
380,GeminiBot,3360,360
380,ClaudeBot,2980,-20
381,GPTBot,3170,170
381,GeminiBot,2990,-10
381,ClaudeBot,2840,-160
382,GPTBot,3130,130
382,GeminiBot,2990,-10
382,ClaudeBot,2880,-120
383,GPTBot,3760,760
383,GeminiBot,2990,-10
383,ClaudeBot,2250,-750
384,GPTBot,3030,30
384,GeminiBot,2990,-10
384,ClaudeBot,2980,-20
385,GPTBot,3220,220
385,GeminiBot,2800,-200
385,ClaudeBot,2980,-20
386,GPTBot,3260,260
386,GeminiBot,2760,-240
386,ClaudeBot,2980,-20
387,GPTBot,3030,30
387,GeminiBot,2990,-10
387,ClaudeBot,2980,-20
388,GPTBot,3030,30
388,GeminiBot,2990,-10
388,ClaudeBot,2980,-20
389,GPTBot,1740,-1260
389,GeminiBot,2990,-10
389,ClaudeBot,4270,1270
390,GPTBot,3220,220
390,GeminiBot,2800,-200
390,ClaudeBot,2980,-20
391,GPTBot,0,-3000
391,GeminiBot,2990,-10
391,ClaudeBot,6010,3010
392,GPTBot,3210,210
392,GeminiBot,2990,-10
392,ClaudeBot,2800,-200
393,GPTBot,3400,400
393,GeminiBot,2800,-200
393,ClaudeBot,2800,-200
394,GPTBot,3030,30
394,GeminiBot,2990,-10
394,ClaudeBot,2980,-20
395,GPTBot,3220,220
395,GeminiBot,2800,-200
395,ClaudeBot,2980,-20
396,GPTBot,3320,320
396,GeminiBot,2740,-260
396,ClaudeBot,2940,-60
397,GPTBot,3400,400
397,GeminiBot,2940,-60
397,ClaudeBot,2660,-340
398,GPTBot,3030,30
398,GeminiBot,2990,-10
398,ClaudeBot,2980,-20
399,GPTBot,3240,240
399,GeminiBot,2780,-220
399,ClaudeBot,2980,-20
400,GPTBot,3610,610
400,GeminiBot,2990,-10
400,ClaudeBot,2400,-600
401,GPTBot,2690,-310
401,GeminiBot,2990,-10
401,ClaudeBot,3320,320
402,GPTBot,3610,610
402,GeminiBot,2990,-10
402,ClaudeBot,2400,-600
403,GPTBot,3480,480
403,GeminiBot,2990,-10
403,ClaudeBot,2530,-470
404,GPTBot,3750,750
404,GeminiBot,2800,-200
404,ClaudeBot,2450,-550
405,GPTBot,3170,170
405,GeminiBot,2990,-10
405,ClaudeBot,2840,-160
406,GPTBot,3030,30
406,GeminiBot,2990,-10
406,ClaudeBot,2980,-20
407,GPTBot,3220,220
407,GeminiBot,2800,-200
407,ClaudeBot,2980,-20
408,GPTBot,3170,170
408,GeminiBot,2990,-10
408,ClaudeBot,2840,-160
409,GPTBot,3030,30
409,GeminiBot,2990,-10
409,ClaudeBot,2980,-20
410,GPTBot,3220,220
410,GeminiBot,2800,-200
410,ClaudeBot,2980,-20
411,GPTBot,3070,70
411,GeminiBot,2990,-10
411,ClaudeBot,2940,-60
412,GPTBot,3030,30
412,GeminiBot,2990,-10
412,ClaudeBot,2980,-20
413,GPTBot,3200,200
413,GeminiBot,2990,-10
413,ClaudeBot,2810,-190
414,GPTBot,3210,210
414,GeminiBot,2950,-50
414,ClaudeBot,2840,-160
415,GPTBot,3030,30
415,GeminiBot,2990,-10
415,ClaudeBot,2980,-20
416,GPTBot,3200,200
416,GeminiBot,2820,-180
416,ClaudeBot,2980,-20
417,GPTBot,3170,170
417,GeminiBot,2990,-10
417,ClaudeBot,2840,-160
418,GPTBot,3230,230
418,GeminiBot,2990,-10
418,ClaudeBot,2780,-220
419,GPTBot,3030,30
419,GeminiBot,2990,-10
419,ClaudeBot,2980,-20
420,GPTBot,3220,220
420,GeminiBot,2800,-200
420,ClaudeBot,2980,-20
421,GPTBot,3150,150
421,GeminiBot,2990,-10
421,ClaudeBot,2860,-140
422,GPTBot,4600,1600
422,GeminiBot,2900,-100
422,ClaudeBot,1500,-1500
423,GPTBot,3220,220
423,GeminiBot,2800,-200
423,ClaudeBot,2980,-20
424,GPTBot,2700,-300
424,GeminiBot,2990,-10
424,ClaudeBot,3310,310
425,GPTBot,3030,30
425,GeminiBot,2990,-10
425,ClaudeBot,2980,-20
426,GPTBot,3170,170
426,GeminiBot,2850,-150
426,ClaudeBot,2980,-20
427,GPTBot,2620,-380
427,GeminiBot,2000,-1000
427,ClaudeBot,4380,1380
428,GPTBot,3330,330
428,GeminiBot,2990,-10
428,ClaudeBot,2680,-320
429,GPTBot,2950,-50
429,GeminiBot,3070,70
429,ClaudeBot,2980,-20
430,GPTBot,3120,120
430,GeminiBot,2990,-10
430,ClaudeBot,2890,-110
431,GPTBot,3070,70
431,GeminiBot,2990,-10
431,ClaudeBot,2940,-60
432,GPTBot,3150,150
432,GeminiBot,2990,-10
432,ClaudeBot,2860,-140
433,GPTBot,3120,120
433,GeminiBot,2990,-10
433,ClaudeBot,2890,-110
434,GPTBot,3400,400
434,GeminiBot,2800,-200
434,ClaudeBot,2800,-200
435,GPTBot,3200,200
435,GeminiBot,2820,-180
435,ClaudeBot,2980,-20
436,GPTBot,3150,150
436,GeminiBot,2990,-10
436,ClaudeBot,2860,-140
437,GPTBot,2700,-300
437,GeminiBot,2990,-10
437,ClaudeBot,3310,310
438,GPTBot,3060,60
438,GeminiBot,2990,-10
438,ClaudeBot,2950,-50
439,GPTBot,3220,220
439,GeminiBot,2800,-200
439,ClaudeBot,2980,-20
440,GPTBot,3030,30
440,GeminiBot,2990,-10
440,ClaudeBot,2980,-20
441,GPTBot,3030,30
441,GeminiBot,2990,-10
441,ClaudeBot,2980,-20
442,GPTBot,3150,150
442,GeminiBot,2990,-10
442,ClaudeBot,2860,-140
443,GPTBot,3150,150
443,GeminiBot,2990,-10
443,ClaudeBot,2860,-140
444,GPTBot,3220,220
444,GeminiBot,2800,-200
444,ClaudeBot,2980,-20
445,GPTBot,3170,170
445,GeminiBot,2850,-150
445,ClaudeBot,2980,-20
446,GPTBot,3550,550
446,GeminiBot,2990,-10
446,ClaudeBot,2460,-540
447,GPTBot,3710,710
447,GeminiBot,2990,-10
447,ClaudeBot,2300,-700
448,GPTBot,3070,70
448,GeminiBot,2990,-10
448,ClaudeBot,2940,-60
449,GPTBot,3150,150
449,GeminiBot,2990,-10
449,ClaudeBot,2860,-140
450,GPTBot,3170,170
450,GeminiBot,2990,-10
450,ClaudeBot,2840,-160
451,GPTBot,3600,600
451,GeminiBot,2850,-150
451,ClaudeBot,2550,-450
452,GPTBot,3220,220
452,GeminiBot,2800,-200
452,ClaudeBot,2980,-20
453,GPTBot,3270,270
453,GeminiBot,2750,-250
453,ClaudeBot,2980,-20
454,GPTBot,3220,220
454,GeminiBot,2800,-200
454,ClaudeBot,2980,-20
455,GPTBot,3150,150
455,GeminiBot,2990,-10
455,ClaudeBot,2860,-140
456,GPTBot,4220,1220
456,GeminiBot,1800,-1200
456,ClaudeBot,2980,-20
457,GPTBot,3150,150
457,GeminiBot,2990,-10
457,ClaudeBot,2860,-140
458,GPTBot,3150,150
458,GeminiBot,2990,-10
458,ClaudeBot,2860,-140
459,GPTBot,3030,30
459,GeminiBot,2990,-10
459,ClaudeBot,2980,-20
460,GPTBot,3270,270
460,GeminiBot,2750,-250
460,ClaudeBot,2980,-20
461,GPTBot,2700,-300
461,GeminiBot,2990,-10
461,ClaudeBot,3310,310
462,GPTBot,3230,230
462,GeminiBot,2790,-210
462,ClaudeBot,2980,-20
463,GPTBot,3150,150
463,GeminiBot,2990,-10
463,ClaudeBot,2860,-140
464,GPTBot,3500,500
464,GeminiBot,2990,-10
464,ClaudeBot,2510,-490
465,GPTBot,3400,400
465,GeminiBot,2800,-200
465,ClaudeBot,2800,-200
466,GPTBot,3030,30
466,GeminiBot,2990,-10
466,ClaudeBot,2980,-20
467,GPTBot,3220,220
467,GeminiBot,2800,-200
467,ClaudeBot,2980,-20
468,GPTBot,3220,220
468,GeminiBot,2800,-200
468,ClaudeBot,2980,-20
469,GPTBot,6010,3010
469,GeminiBot,2990,-10
469,ClaudeBot,0,-3000
470,GPTBot,3160,160
470,GeminiBot,2990,-10
470,ClaudeBot,2850,-150
471,GPTBot,3030,30
471,GeminiBot,2990,-10
471,ClaudeBot,2980,-20
472,GPTBot,2950,-50
472,GeminiBot,3070,70
472,ClaudeBot,2980,-20
473,GPTBot,3400,400
473,GeminiBot,2800,-200
473,ClaudeBot,2800,-200
474,GPTBot,3280,280
474,GeminiBot,2780,-220
474,ClaudeBot,2940,-60
475,GPTBot,3030,30
475,GeminiBot,2990,-10
475,ClaudeBot,2980,-20
476,GPTBot,3030,30
476,GeminiBot,2990,-10
476,ClaudeBot,2980,-20
477,GPTBot,2950,-50
477,GeminiBot,2050,-950
477,ClaudeBot,4000,1000
478,GPTBot,3760,760
478,GeminiBot,2990,-10
478,ClaudeBot,2250,-750
479,GPTBot,3070,70
479,GeminiBot,2990,-10
479,ClaudeBot,2940,-60
480,GPTBot,2940,-60
480,GeminiBot,3080,80
480,ClaudeBot,2980,-20
481,GPTBot,3030,30
481,GeminiBot,2990,-10
481,ClaudeBot,2980,-20
482,GPTBot,3490,490
482,GeminiBot,2990,-10
482,ClaudeBot,2520,-480
483,GPTBot,4020,1020
483,GeminiBot,2000,-1000
483,ClaudeBot,2980,-20
484,GPTBot,3210,210
484,GeminiBot,2990,-10
484,ClaudeBot,2800,-200
485,GPTBot,3220,220
485,GeminiBot,2800,-200
485,ClaudeBot,2980,-20
486,GPTBot,3760,760
486,GeminiBot,2990,-10
486,ClaudeBot,2250,-750
487,GPTBot,3150,150
487,GeminiBot,2990,-10
487,ClaudeBot,2860,-140
488,GPTBot,3530,530
488,GeminiBot,2990,-10
488,ClaudeBot,2480,-520
489,GPTBot,3030,30
489,GeminiBot,2990,-10
489,ClaudeBot,2980,-20
490,GPTBot,3310,310
490,GeminiBot,2990,-10
490,ClaudeBot,2700,-300
491,GPTBot,3070,70
491,GeminiBot,2990,-10
491,ClaudeBot,2940,-60
492,GPTBot,3220,220
492,GeminiBot,2800,-200
492,ClaudeBot,2980,-20
493,GPTBot,3130,130
493,GeminiBot,2990,-10
493,ClaudeBot,2880,-120
494,GPTBot,3150,150
494,GeminiBot,2990,-10
494,ClaudeBot,2860,-140
495,GPTBot,3030,30
495,GeminiBot,2990,-10
495,ClaudeBot,2980,-20
496,GPTBot,3030,30
496,GeminiBot,2990,-10
496,ClaudeBot,2980,-20
497,GPTBot,2940,-60
497,GeminiBot,3600,600
497,ClaudeBot,2460,-540
498,GPTBot,3220,220
498,GeminiBot,2800,-200
498,ClaudeBot,2980,-20
499,GPTBot,3530,530
499,GeminiBot,2990,-10
499,ClaudeBot,2480,-520
500,GPTBot,3150,150
500,GeminiBot,2990,-10
500,ClaudeBot,2860,-140
501,GPTBot,3670,670
501,GeminiBot,2990,-10
501,ClaudeBot,2340,-660
502,GPTBot,3220,220
502,GeminiBot,2800,-200
502,ClaudeBot,2980,-20
503,GPTBot,2940,-60
503,GeminiBot,1500,-1500
503,ClaudeBot,4560,1560
504,GPTBot,0,-3000
504,GeminiBot,2990,-10
504,ClaudeBot,6010,3010
505,GPTBot,3220,220
505,GeminiBot,2800,-200
505,ClaudeBot,2980,-20
506,GPTBot,3030,30
506,GeminiBot,2990,-10
506,ClaudeBot,2980,-20
507,GPTBot,3220,220
507,GeminiBot,2800,-200
507,ClaudeBot,2980,-20
508,GPTBot,3480,480
508,GeminiBot,2990,-10
508,ClaudeBot,2530,-470
509,GPTBot,3170,170
509,GeminiBot,2850,-150
509,ClaudeBot,2980,-20
510,GPTBot,3910,910
510,GeminiBot,2990,-10
510,ClaudeBot,2100,-900
511,GPTBot,3450,450
511,GeminiBot,2990,-10
511,ClaudeBot,2560,-440
512,GPTBot,3220,220
512,GeminiBot,2800,-200
512,ClaudeBot,2980,-20
513,GPTBot,3030,30
513,GeminiBot,2990,-10
513,ClaudeBot,2980,-20
514,GPTBot,3910,910
514,GeminiBot,2990,-10
514,ClaudeBot,2100,-900
515,GPTBot,3200,200
515,GeminiBot,2990,-10
515,ClaudeBot,2810,-190
516,GPTBot,3400,400
516,GeminiBot,2800,-200
516,ClaudeBot,2800,-200
517,GPTBot,3030,30
517,GeminiBot,2990,-10
517,ClaudeBot,2980,-20
518,GPTBot,3220,220
518,GeminiBot,2800,-200
518,ClaudeBot,2980,-20
519,GPTBot,3260,260
519,GeminiBot,2760,-240
519,ClaudeBot,2980,-20
520,GPTBot,3070,70
520,GeminiBot,2990,-10
520,ClaudeBot,2940,-60
521,GPTBot,3220,220
521,GeminiBot,2800,-200
521,ClaudeBot,2980,-20
522,GPTBot,3400,400
522,GeminiBot,2800,-200
522,ClaudeBot,2800,-200
523,GPTBot,3130,130
523,GeminiBot,2990,-10
523,ClaudeBot,2880,-120
524,GPTBot,3610,610
524,GeminiBot,2990,-10
524,ClaudeBot,2400,-600
525,GPTBot,3210,210
525,GeminiBot,2990,-10
525,ClaudeBot,2800,-200
526,GPTBot,3070,70
526,GeminiBot,2990,-10
526,ClaudeBot,2940,-60
527,GPTBot,3300,300
527,GeminiBot,2850,-150
527,ClaudeBot,2850,-150
528,GPTBot,3135,135
528,GeminiBot,2990,-10
528,ClaudeBot,2875,-125
529,GPTBot,3070,70
529,GeminiBot,2990,-10
529,ClaudeBot,2940,-60
530,GPTBot,3660,660
530,GeminiBot,2820,-180
530,ClaudeBot,2520,-480
531,GPTBot,3170,170
531,GeminiBot,2990,-10
531,ClaudeBot,2840,-160
532,GPTBot,3400,400
532,GeminiBot,2800,-200
532,ClaudeBot,2800,-200
533,GPTBot,2940,-60
533,GeminiBot,3660,660
533,ClaudeBot,2400,-600
534,GPTBot,3400,400
534,GeminiBot,2800,-200
534,ClaudeBot,2800,-200
535,GPTBot,3150,150
535,GeminiBot,2990,-10
535,ClaudeBot,2860,-140
536,GPTBot,1600,-1400
536,GeminiBot,2990,-10
536,ClaudeBot,4410,1410
537,GPTBot,3490,490
537,GeminiBot,2990,-10
537,ClaudeBot,2520,-480
538,GPTBot,3070,70
538,GeminiBot,2990,-10
538,ClaudeBot,2940,-60
539,GPTBot,3530,530
539,GeminiBot,2990,-10
539,ClaudeBot,2480,-520
540,GPTBot,3250,250
540,GeminiBot,2770,-230
540,ClaudeBot,2980,-20
541,GPTBot,3910,910
541,GeminiBot,2990,-10
541,ClaudeBot,2100,-900
542,GPTBot,3220,220
542,GeminiBot,2800,-200
542,ClaudeBot,2980,-20
543,GPTBot,3310,310
543,GeminiBot,2990,-10
543,ClaudeBot,2700,-300
544,GPTBot,3030,30
544,GeminiBot,2990,-10
544,ClaudeBot,2980,-20
545,GPTBot,3720,720
545,GeminiBot,2820,-180
545,ClaudeBot,2460,-540
546,GPTBot,3150,150
546,GeminiBot,2990,-10
546,ClaudeBot,2860,-140
547,GPTBot,2700,-300
547,GeminiBot,3480,480
547,ClaudeBot,2820,-180
548,GPTBot,3030,30
548,GeminiBot,2990,-10
548,ClaudeBot,2980,-20
549,GPTBot,3220,220
549,GeminiBot,2800,-200
549,ClaudeBot,2980,-20
550,GPTBot,3190,190
550,GeminiBot,2990,-10
550,ClaudeBot,2820,-180
551,GPTBot,3220,220
551,GeminiBot,2800,-200
551,ClaudeBot,2980,-20
552,GPTBot,3320,320
552,GeminiBot,2700,-300
552,ClaudeBot,2980,-20
553,GPTBot,3030,30
553,GeminiBot,2990,-10
553,ClaudeBot,2980,-20
554,GPTBot,3910,910
554,GeminiBot,2990,-10
554,ClaudeBot,2100,-900
555,GPTBot,3610,610
555,GeminiBot,2990,-10
555,ClaudeBot,2400,-600
556,GPTBot,3230,230
556,GeminiBot,2990,-10
556,ClaudeBot,2780,-220
557,GPTBot,3150,150
557,GeminiBot,2990,-10
557,ClaudeBot,2860,-140
558,GPTBot,3400,400
558,GeminiBot,2800,-200
558,ClaudeBot,2800,-200
559,GPTBot,3210,210
559,GeminiBot,2990,-10
559,ClaudeBot,2800,-200
560,GPTBot,3150,150
560,GeminiBot,2990,-10
560,ClaudeBot,2860,-140
561,GPTBot,3070,70
561,GeminiBot,2990,-10
561,ClaudeBot,2940,-60
562,GPTBot,3610,610
562,GeminiBot,2990,-10
562,ClaudeBot,2400,-600
563,GPTBot,3220,220
563,GeminiBot,2800,-200
563,ClaudeBot,2980,-20
564,GPTBot,3220,220
564,GeminiBot,2800,-200
564,ClaudeBot,2980,-20
565,GPTBot,3030,30
565,GeminiBot,2990,-10
565,ClaudeBot,2980,-20
566,GPTBot,3200,200
566,GeminiBot,2820,-180
566,ClaudeBot,2980,-20
567,GPTBot,3310,310
567,GeminiBot,2990,-10
567,ClaudeBot,2700,-300
568,GPTBot,3610,610
568,GeminiBot,2990,-10
568,ClaudeBot,2400,-600
569,GPTBot,3610,610
569,GeminiBot,2990,-10
569,ClaudeBot,2400,-600
570,GPTBot,3400,400
570,GeminiBot,2800,-200
570,ClaudeBot,2800,-200
571,GPTBot,3070,70
571,GeminiBot,2990,-10
571,ClaudeBot,2940,-60
572,GPTBot,3030,30
572,GeminiBot,2990,-10
572,ClaudeBot,2980,-20
573,GPTBot,2940,-60
573,GeminiBot,2800,-200
573,ClaudeBot,3260,260
574,GPTBot,3150,150
574,GeminiBot,2990,-10
574,ClaudeBot,2860,-140
575,GPTBot,3060,60
575,GeminiBot,2990,-10
575,ClaudeBot,2950,-50
576,GPTBot,3030,30
576,GeminiBot,2990,-10
576,ClaudeBot,2980,-20
577,GPTBot,3030,30
577,GeminiBot,2990,-10
577,ClaudeBot,2980,-20
578,GPTBot,6010,3010
578,GeminiBot,2990,-10
578,ClaudeBot,0,-3000
579,GPTBot,3030,30
579,GeminiBot,2990,-10
579,ClaudeBot,2980,-20
580,GPTBot,3030,30
580,GeminiBot,2990,-10
580,ClaudeBot,2980,-20
581,GPTBot,3030,30
581,GeminiBot,2990,-10
581,ClaudeBot,2980,-20
582,GPTBot,3150,150
582,GeminiBot,2990,-10
582,ClaudeBot,2860,-140
583,GPTBot,6010,3010
583,GeminiBot,2990,-10
583,ClaudeBot,0,-3000
584,GPTBot,2940,-60
584,GeminiBot,0,-3000
584,ClaudeBot,6060,3060
585,GPTBot,3210,210
585,GeminiBot,2990,-10
585,ClaudeBot,2800,-200
586,GPTBot,2940,-60
586,GeminiBot,1200,-1800
586,ClaudeBot,4860,1860
587,GPTBot,3140,140
587,GeminiBot,2990,-10
587,ClaudeBot,2870,-130
588,GPTBot,3030,30
588,GeminiBot,2990,-10
588,ClaudeBot,2980,-20
589,GPTBot,3310,310
589,GeminiBot,2990,-10
589,ClaudeBot,2700,-300
590,GPTBot,3210,210
590,GeminiBot,2990,-10
590,ClaudeBot,2800,-200
591,GPTBot,3170,170
591,GeminiBot,2990,-10
591,ClaudeBot,2840,-160
592,GPTBot,3000,0
592,GeminiBot,1200,-1800
592,ClaudeBot,4800,1800
593,GPTBot,3170,170
593,GeminiBot,2990,-10
593,ClaudeBot,2840,-160
594,GPTBot,3220,220
594,GeminiBot,2800,-200
594,ClaudeBot,2980,-20
595,GPTBot,3030,30
595,GeminiBot,2990,-10
595,ClaudeBot,2980,-20
596,GPTBot,3070,70
596,GeminiBot,2990,-10
596,ClaudeBot,2940,-60
597,GPTBot,3150,150
597,GeminiBot,2990,-10
597,ClaudeBot,2860,-140
598,GPTBot,3260,260
598,GeminiBot,2940,-60
598,ClaudeBot,2800,-200
599,GPTBot,3910,910
599,GeminiBot,2990,-10
599,ClaudeBot,2100,-900
600,GPTBot,3260,260
600,GeminiBot,2790,-210
600,ClaudeBot,2950,-50
601,GPTBot,3220,220
601,GeminiBot,2800,-200
601,ClaudeBot,2980,-20
602,GPTBot,3210,210
602,GeminiBot,2990,-10
602,ClaudeBot,2800,-200
603,GPTBot,3400,400
603,GeminiBot,2800,-200
603,ClaudeBot,2800,-200
604,GPTBot,3170,170
604,GeminiBot,2990,-10
604,ClaudeBot,2840,-160
605,GPTBot,3170,170
605,GeminiBot,2990,-10
605,ClaudeBot,2840,-160
606,GPTBot,3480,480
606,GeminiBot,2990,-10
606,ClaudeBot,2530,-470
607,GPTBot,3030,30
607,GeminiBot,2990,-10
607,ClaudeBot,2980,-20
608,GPTBot,3030,30
608,GeminiBot,2990,-10
608,ClaudeBot,2980,-20
609,GPTBot,3210,210
609,GeminiBot,2990,-10
609,ClaudeBot,2800,-200
610,GPTBot,2800,-200
610,GeminiBot,2990,-10
610,ClaudeBot,3210,210
611,GPTBot,3220,220
611,GeminiBot,2800,-200
611,ClaudeBot,2980,-20
612,GPTBot,3220,220
612,GeminiBot,2800,-200
612,ClaudeBot,2980,-20
613,GPTBot,3210,210
613,GeminiBot,2990,-10
613,ClaudeBot,2800,-200
614,GPTBot,3160,160
614,GeminiBot,2990,-10
614,ClaudeBot,2850,-150
615,GPTBot,3910,910
615,GeminiBot,2990,-10
615,ClaudeBot,2100,-900
616,GPTBot,3220,220
616,GeminiBot,2800,-200
616,ClaudeBot,2980,-20
617,GPTBot,4260,1260
617,GeminiBot,2940,-60
617,ClaudeBot,1800,-1200
618,GPTBot,3480,480
618,GeminiBot,2760,-240
618,ClaudeBot,2760,-240
619,GPTBot,3620,620
619,GeminiBot,2400,-600
619,ClaudeBot,2980,-20
620,GPTBot,3070,70
620,GeminiBot,2990,-10
620,ClaudeBot,2940,-60
621,GPTBot,3030,30
621,GeminiBot,2990,-10
621,ClaudeBot,2980,-20
622,GPTBot,3030,30
622,GeminiBot,2990,-10
622,ClaudeBot,2980,-20
623,GPTBot,3250,250
623,GeminiBot,2770,-230
623,ClaudeBot,2980,-20
624,GPTBot,2540,-460
624,GeminiBot,3480,480
624,ClaudeBot,2980,-20
625,GPTBot,3030,30
625,GeminiBot,2990,-10
625,ClaudeBot,2980,-20
626,GPTBot,3220,220
626,GeminiBot,2800,-200
626,ClaudeBot,2980,-20
627,GPTBot,3030,30
627,GeminiBot,2990,-10
627,ClaudeBot,2980,-20
628,GPTBot,3610,610
628,GeminiBot,2990,-10
628,ClaudeBot,2400,-600
629,GPTBot,3030,30
629,GeminiBot,2990,-10
